2013-02-05-17	26125
2013-02-05-18	32865
2013-02-05-19	32755
2013-02-05-20	31484
2013-02-05-21	29884
2013-02-05-22	26472
2013-02-05-23	18735
2013-02-06-00	12060
2013-02-06-01	6635
2013-02-06-02	4054
2013-02-06-03	2759
2013-02-06-04	2571
2013-02-06-05	4209
2013-02-06-06	12248
2013-02-06-07	24628
2013-02-06-08	29413
2013-02-06-09	27824
2013-02-06-10	23482
2013-02-06-11	23140
2013-02-06-12	24915
2013-02-06-13	23944
2013-02-06-14	25430
2013-02-06-15	24838
2013-02-06-16	21347
2013-02-06-17	26494
2013-02-06-18	33573
2013-02-06-19	34100
2013-02-06-20	33508
2013-02-06-21	32981
2013-02-06-22	29894
2013-02-06-23	22396
2013-02-07-00	15090
2013-02-07-01	8627
2013-02-07-02	5488
2013-02-07-03	3546
2013-02-07-04	3270
2013-02-07-05	4622
2013-02-07-06	12761
2013-02-07-07	25661
2013-02-07-08	30560
2013-02-07-09	28684
2013-02-07-10	25539
2013-02-07-11	24938
2013-02-07-12	26486
2013-02-07-13	25802
2013-02-07-14	27770
2013-02-07-15	25752
2013-02-07-16	20448
2013-02-07-17	24477
2013-02-07-18	32029
2013-02-07-19	34891
2013-02-07-20	34490
2013-02-07-21	34206
2013-02-07-22	32403
2013-02-07-23	27565
2013-02-08-00	21306
2013-02-08-01	13682
2013-02-08-02	9358
2013-02-08-03	6395
2013-02-08-04	5356
2013-02-08-05	5626
2013-02-08-06	12466
2013-02-08-07	23447
2013-02-08-08	28490
2013-02-08-09	27377
2013-02-08-10	24759
2013-02-08-11	24717
2013-02-08-12	26201
2013-02-08-13	24759
2013-02-08-14	25115
2013-02-08-15	21355
2013-02-08-16	15568
2013-02-08-17	15971
2013-02-08-18	19683
2013-02-08-19	20980
2013-02-08-20	17293
2013-02-08-21	15743
2013-02-08-22	15185
2013-02-08-23	11811
2013-02-09-00	8505
2013-02-09-01	6725
2013-02-09-02	5283
2013-02-09-03	4144
2013-02-09-04	2921
2013-02-09-05	1754
2013-02-09-06	2008
2013-02-09-07	3109
2013-02-09-08	4971
2013-02-09-09	8184
2013-02-09-10	11785
2013-02-09-11	14903
2013-02-09-12	17764
2013-02-09-13	19589
2013-02-09-14	20479
2013-02-09-15	22140
2013-02-09-16	22303
2013-02-09-17	25698
2013-02-09-18	30465
2013-02-09-19	33213
2013-02-09-20	30383
2013-02-09-21	29688
2013-02-09-22	32428
2013-02-09-23	33564
2013-02-10-00	31167
2013-02-10-01	26919
2013-02-10-02	22721
2013-02-10-03	18389
2013-02-10-04	11227
2013-02-10-05	5197
2013-02-10-06	4961
2013-02-10-07	6023
2013-02-10-08	9443
2013-02-10-09	14477
2013-02-10-10	19365
2013-02-10-11	22702
2013-02-10-12	25385
2013-02-10-13	24609
2013-02-10-14	23968
2013-02-10-15	23812
2013-02-10-16	22712
2013-02-10-17	24589
2013-02-10-18	26967
2013-02-10-19	24405
2013-02-10-20	20098
2013-02-10-21	18858
2013-02-10-22	17577
2013-02-10-23	14041
2013-02-11-00	9520
2013-02-11-01	5402
2013-02-11-02	3497
2013-02-11-03	2416
2013-02-11-04	2613
2013-02-11-05	4991
2013-02-11-06	13173
2013-02-11-07	23390
2013-02-11-08	27548
2013-02-11-09	26514
2013-02-11-10	23855
2013-02-11-11	22526
2013-02-11-12	22109
2013-02-11-13	21595
2013-02-11-14	23727
2013-02-11-15	23786
2013-02-11-16	20786
2013-02-11-17	25540
2013-02-11-18	31123
2013-02-11-19	31342
2013-02-11-20	28007
2013-02-11-21	26149
2013-02-11-22	22852
2013-02-11-23	16486
2013-02-12-00	10727
2013-02-12-01	6761
2013-02-12-02	3940
2013-02-12-03	2667
2013-02-12-04	2628
2013-02-12-05	4452
2013-02-12-06	12485
2013-02-12-07	24365
2013-02-12-08	28713
2013-02-12-09	27472
2013-02-12-10	24769
2013-02-12-11	24054
2013-02-12-12	24915
2013-02-12-13	23813
2013-02-12-14	26069
2013-02-12-15	25187
2013-02-12-16	20980
2013-02-12-17	25780
2013-02-12-18	32442
2013-02-12-19	33942
2013-02-12-20	33078
2013-02-12-21	32002
2013-02-12-22	29258
2013-02-12-23	23464
2013-02-13-00	15397
2013-02-13-01	8936
2013-02-13-02	5591
2013-02-13-03	3726
2013-02-13-04	3268
2013-02-13-05	4434
2013-02-13-06	12815
2013-02-13-07	25077
2013-02-13-08	29437
2013-02-13-09	27971
2013-02-13-10	24661
2013-02-13-11	24426
2013-02-13-12	25506
2013-02-13-13	24792
2013-02-13-14	26725
2013-02-13-15	25420
2013-02-13-16	20766
2013-02-13-17	25660
2013-02-13-18	32814
2013-02-13-19	34323
2013-02-13-20	33493
2013-02-13-21	32000
2013-02-13-22	30863
2013-02-13-23	26149
2013-02-14-00	16493
2013-02-14-01	9925
2013-02-14-02	6391
2013-02-14-03	3899
2013-02-14-04	3562
2013-02-14-05	4834
2013-02-14-06	12935
2013-02-14-07	24736
2013-02-14-08	29243
2013-02-14-09	27848
2013-02-14-10	24433
2013-02-14-11	23810
2013-02-14-12	25260
2013-02-14-13	24589
2013-02-14-14	26318
2013-02-14-15	24145
2013-02-14-16	19518
2013-02-14-17	24584
2013-02-14-18	31449
2013-02-14-19	34694
2013-02-14-20	34581
2013-02-14-21	33451
2013-02-14-22	32449
2013-02-14-23	28329
2013-02-15-00	22487
2013-02-15-01	14735
2013-02-15-02	9990
2013-02-15-03	6637
2013-02-15-04	5127
2013-02-15-05	5279
2013-02-15-06	12382
2013-02-15-07	23180
2013-02-15-08	28384
2013-02-15-09	26997
2013-02-15-10	23674
2013-02-15-11	23591
2013-02-15-12	24585
2013-02-15-13	24331
2013-02-15-14	25912
2013-02-15-15	23506
2013-02-15-16	18785
2013-02-15-17	23480
2013-02-15-18	30525
2013-02-15-19	33783
2013-02-15-20	32686
2013-02-15-21	31507
2013-02-15-22	32661
2013-02-15-23	32905
2013-02-16-00	30822
2013-02-16-01	26359
2013-02-16-02	21800
2013-02-16-03	16588
2013-02-16-04	10533
2013-02-16-05	5071
2013-02-16-06	5894
2013-02-16-07	7364
2013-02-16-08	11729
2013-02-16-09	16405
2013-02-16-10	19758
2013-02-16-11	22694
2013-02-16-12	24916
2013-02-16-13	25962
2013-02-16-14	24564
2013-02-16-15	25140
2013-02-16-16	23052
2013-02-16-17	26640
2013-02-16-18	31714
2013-02-16-19	34290
2013-02-16-20	31377
2013-02-16-21	30795
2013-02-16-22	33382
2013-02-16-23	35442
2013-02-17-00	33334
2013-02-17-01	29682
2013-02-17-02	25318
2013-02-17-03	20120
2013-02-17-04	12712
2013-02-17-05	5562
2013-02-17-06	4952
2013-02-17-07	5455
2013-02-17-08	7946
2013-02-17-09	12775
2013-02-17-10	18781
2013-02-17-11	23179
2013-02-17-12	25946
2013-02-17-13	26735
2013-02-17-14	26128
2013-02-17-15	25798
2013-02-17-16	23346
2013-02-17-17	25155
2013-02-17-18	28678
2013-02-17-19	28103
2013-02-17-20	25717
2013-02-17-21	25374
2013-02-17-22	24146
2013-02-17-23	21267
2013-02-18-00	16371
2013-02-18-01	11452
2013-02-18-02	8194
2013-02-18-03	5766
2013-02-18-04	4308
2013-02-18-05	3537
2013-02-18-06	6280
2013-02-18-07	9011
2013-02-18-08	14108
2013-02-18-09	17445
2013-02-18-10	19149
2013-02-18-11	20814
2013-02-18-12	22787
2013-02-18-13	22705
